ID	CID	YEAR	CA	RADDIST	ANGLE	XCAL	YCAL	XPIX	YPIX	RADDISTR	RRADDISTR	CWTALL
LOT_PICEA	183	2007	500	109162	180.566	-1079	109157	1664	5699	108	16.75	2.52
LOT_PICEA	184	2007	545	109170	180.464	-883	109167	2122	5723	59	9.03	2.53
LOT_PICEA	185	2007	750	109171	180.476	-908	109167	2064	5724	73	11.32	3.14
LOT_PICEA	186	2007	470	109168	180.679	-1294	109160	1161	5707	173	27.82	2.74
LOT_PICEA	187	2007	1173	109170	180.633	-1206	109163	1367	5715	153	24.54	2.87
LOT_PICEA	189	2007	1651	109184	180.736	-1403	109175	904	5742	212	33.94	2.94
LOT_PICEA	192	2007	1668	109190	180.778	-1482	109180	719	5755	217	35.02	3.2
LOT_PICEA	193	2007	1571	109187	180.694	-1322	109179	1094	5753	199	31.95	2.66
LOT_PICEA	194	2007	1233	109184	180.654	-1246	109176	1272	5746	177	28.18	2.53
LOT_PICEA	195	2007	1014	109186	180.717	-1366	109177	991	5748	204	32.8	2.47
LOT_PICEA	196	2007	1316	109186	180.404	-770	109183	2387	5762	25	3.9	2.85
LOT_PICEA	200	2007	642	109193	180.384	-731	109190	2478	5779	22	3.44	2.43
LOT_PICEA	204	2007	1116	109194	180.548	-1044	109189	1746	5774	122	19.24	2.63
LOT_PICEA	206	2007	819	109196	180.67	-1276	109189	1202	5774	197	31.36	2.75
LOT_PICEA	207	2007	965	109195	180.616	-1174	109189	1440	5774	176	27.73	2.52
LOT_PICEA	211	2007	666	109189	180.491	-935	109185	2001	5767	97	14.98	2.41
LOT_PICEA	213	2007	479	109191	180.522	-995	109187	1861	5770	114	17.79	2.78
LOT_PICEA	215	2007	140	109187	180.455	-868	109183	2158	5762	61	9.52	2.65
LOT_PICEA	216	2007	932	109191	180.37	-704	109188	2541	5774	17	2.65	2.34
LOT_PICEA	217	2007	1191	109202	180.757	-1443	109192	812	5782	235	37.5	2.86
LOT_PICEA	220	2007	632	109195	180.567	-1081	109190	1659	5778	141	21.9	2.78
LOT_PICEA	221	2007	1237	109201	180.352	-671	109199	2620	5799	25	3.94	2.77
LOT_PICEA	222	2007	865	109203	180.534	-1017	109198	1808	5796	127	20.03	2.58
LOT_PICEA	227	2007	906	109202	180.585	-1115	109197	1579	5793	159	24.69	2.6
LOT_PICEA	230	2007	1591	109209	180.443	-843	109205	2215	5814	77	11.96	2.48
LOT_PICEA	232	2007	412	109212	180.68	-1296	109205	1155	5812	218	35.11	2.84
LOT_PICEA	235	2007	1633	109210	180.314	-598	109208	2789	5820	20	3.11	3.12
LOT_PICEA	237	2007	1413	109214	180.633	-1207	109207	1363	5818	197	31.61	2.35
LOT_PICEA	238	2007	930	109210	180.422	-805	109207	2306	5818	69	10.68	2.88
LOT_PICEA	240	2007	855	109213	180.465	-887	109210	2114	5824	105	16.03	2.48
LOT_PICEA	243	2007	642	109219	180.478	-911	109216	2057	5838	122	18.94	2.87
LOT_PICEA	247	2007	1507	109226	180.601	-1146	109220	1507	5848	186	29.47	2.62
LOT_PICEA	248	2007	1165	109218	180.291	-554	109216	2894	5839	20	3.12	3.22
LOT_PICEA	254	2007	1420	109225	180.507	-967	109221	1925	5850	139	21.59	2.68
LOT_PICEA	255	2007	140	109216	180.575	-1096	109210	1624	5825	164	25.5	2.66
LOT_PICEA	259	2007	1031	109224	180.654	-1246	109217	1272	5841	217	34.56	2.58
LOT_PICEA	262	2007	1017	109228	180.717	-1367	109219	989	5846	245	39.39	2.41
LOT_PICEA	263	2007	103	109219	180.456	-869	109215	2156	5837	94	14.66	2.05
LOT_PICEA	266	2007	1634	109235	180.737	-1406	109226	898	5861	263	42.11	2.67
LOT_PICEA	267	2007	675	109225	180.491	-936	109221	1999	5851	133	20.53	2.23
LOT_PICEA	273	2007	1457	109232	180.27	-515	109231	2986	5872	22	3.45	2.55
LOT_PICEA	275	2007	1012	109229	180.37	-706	109227	2538	5864	55	8.59	2.65
LOT_PICEA	277	2007	1412	109240	180.779	-1485	109230	713	5872	267	43.06	3.64
LOT_PICEA	278	2007	1361	109241	180.694	-1324	109232	1089	5877	252	40.46	2.8
LOT_PICEA	280	2007	486	109237	180.522	-995	109232	1861	5876	159	24.8	2.64
LOT_PICEA	282	2007	981	109230	180.404	-769	109227	2389	5864	68	10.61	2.79
LOT_PICEA	288	2007	643	109235	180.568	-1082	109230	1656	5871	180	27.99	2.52
LOT_PICEA	296	2007	1393	109243	180.249	-476	109242	3077	5899	23	3.61	2.6
LOT_PICEA	298	2007	608	109242	180.384	-733	109240	2474	5894	71	11.1	2.65
LOT_PICEA	299	2007	104	109228	180.231	-440	109227	3161	5864	11	1.69	3.38
LOT_PICEA	300	2007	770	109249	180.668	-1275	109242	1205	5899	250	39.76	3.41
LOT_PICEA	303	2007	778	109245	180.549	-1048	109240	1737	5894	174	27.42	2.55
LOT_PICEA	304	2007	1268	109252	180.757	-1444	109242	809	5900	285	45.48	2.82
LOT_PICEA	305	2007	870	109249	180.617	-1176	109242	1435	5900	229	36.12	2.71
LOT_PICEA	306	2007	1293	109254	180.535	-1021	109249	1800	5917	178	28.11	2.86
LOT_PICEA	309	2007	1049	109249	180.583	-1112	109243	1586	5902	204	31.62	2.57
LOT_PICEA	317	2007	454	109251	180.68	-1297	109244	1153	5903	257	41.39	2.99
LOT_PICEA	319	2007	1211	109256	180.222	-423	109255	3200	5929	28	4.38	3.38
LOT_PICEA	322	2007	948	109251	180.354	-674	109249	2611	5916	75	11.81	2.63
LOT_PICEA	325	2007	97	109242	180.456	-870	109238	2154	5890	117	18.23	2.55
LOT_PICEA	326	2007	1059	109250	180.423	-806	109247	2303	5911	109	16.86	2.69
LOT_PICEA	331	2007	1397	109260	180.634	-1210	109253	1357	5926	243	39	2.43
LOT_PICEA	334	2007	1345	109256	180.443	-844	109252	2213	5923	124	19.26	2.64
LOT_PICEA	335	2007	1465	109253	180.313	-596	109252	2794	5922	63	9.78	2.94
LOT_PICEA	336	2007	1291	109259	180.205	-390	109258	3277	5938	24	3.79	2.87
LOT_PICEA	341	2007	1290	109269	180.466	-889	109265	2109	5954	161	24.65	2.67
LOT_PICEA	346	2007	66	109248	180.233	-444	109247	3151	5912	30	4.64	2.41
LOT_PICEA	351	2007	936	109265	180.654	-1246	109258	1271	5937	258	41.09	2.38
LOT_PICEA	353	2007	973	109267	180.491	-937	109263	1996	5948	174	26.84	2.72
LOT_PICEA	354	2007	1145	109265	180.292	-556	109264	2889	5950	68	10.61	2.66
LOT_PICEA	355	2007	1247	109272	180.717	-1368	109264	987	5950	290	46.63	2.83
LOT_PICEA	357	2007	506	109267	180.478	-912	109263	2054	5948	169	26.24	2.79
LOT_PICEA	358	2007	1318	109264	180.094	-179	109264	3771	5951	22	3.44	2.56
LOT_PICEA	360	2007	1368	109270	180.186	-355	109269	3359	5964	28	4.33	3.11
LOT_PICEA	361	2007	916	109264	180.167	-318	109263	3445	5949	17	2.67	3.38
LOT_PICEA	362	2007	1121	109264	180.058	-110	109264	3933	5951	20	3.09	2.48
LOT_PICEA	364	2007	1077	109273	180.076	-145	109273	3851	5971	29	4.55	2.74
LOT_PICEA	366	2007	1035	109268	180.404	-770	109265	2387	5954	106	16.54	2.3
LOT_PICEA	367	2007	1090	109272	180.113	-215	109272	3688	5969	23	3.63	2.67
LOT_PICEA	369	2007	1229	109276	180.602	-1148	109270	1502	5964	236	37.37	2.63
LOT_PICEA	371	2007	1091	109271	180.371	-707	109269	2535	5963	97	15.14	2.62
LOT_PICEA	372	2007	595	109269	180.568	-1083	109263	1655	5950	213	33.12	2.54
LOT_PICEA	374	2007	1511	109281	180.508	-969	109277	1920	5980	195	30.31	2.72
LOT_PICEA	379	2007	1441	109273	180.27	-516	109272	2983	5969	63	9.88	2.49
LOT_PICEA	380	2007	1191	109281	180.737	-1406	109271	898	5968	309	49.47	2.77
LOT_PICEA	381	2007	1168	109272	180.031	-59	109272	4053	5970	18	2.85	2.75
LOT_PICEA	382	2007	1451	109287	180.779	-1486	109277	711	5981	314	50.64	3.32
LOT_PICEA	383	2007	1123	109279	180.128	-244	109279	3619	5985	24	3.82	2.5
LOT_PICEA	384	2007	1168	109276	180.011	-20	109276	4144	5978	21	3.32	2.87
LOT_PICEA	385	2007	1327	109278	180.147	-280	109278	3534	5983	21	3.35	2.08
LOT_PICEA	386	2007	771	109289	180.524	-999	109284	1851	5999	211	32.99	2.44
LOT_PICEA	388	2007	1356	109292	180.695	-1326	109284	1085	5997	303	48.65	2.66
LOT_PICEA	389	2007	1359	109283	179.682	607	109281	5612	5991	23	3.69	3.29
LOT_PICEA	390	2007	1335	109285	179.704	565	109284	5516	5997	24	3.86	3.22
LOT_PICEA	391	2007	54	109277	180.456	-870	109273	2152	5973	153	23.83	2.35
LOT_PICEA	392	2007	883	109284	179.989	21	109284	4241	5997	22	3.49	2.7
LOT_PICEA	393	2007	557	109294	180.681	-1298	109286	1150	6003	300	48.32	2.82
LOT_PICEA	394	2007	943	109294	180.548	-1046	109289	1740	6009	222	35	2.78
LOT_PICEA	395	2007	1001	109288	179.973	52	109288	4312	6008	24	3.8	2.57
LOT_PICEA	396	2007	985	109286	179.896	199	109285	4657	6001	17	2.7	4.4
LOT_PICEA	397	2007	544	109289	180.385	-733	109287	2473	6004	117	18.29	2.56
LOT_PICEA	398	2007	1167	109293	180.583	-1112	109287	1586	6006	248	38.43	2.78
LOT_PICEA	399	2007	973	109293	179.798	385	109293	5093	6018	25	4	3.05
LOT_PICEA	400	2007	1450	109296	179.73	516	109295	5399	6024	28	4.53	2.51
LOT_PICEA	401	2007	1282	109299	180.757	-1444	109290	810	6012	332	52.98	3.06
LOT_PICEA	402	2007	1429	109296	180.423	-806	109293	2303	6019	155	23.98	2.33
LOT_PICEA	403	2007	1095	109286	179.92	152	109286	4547	6003	19	3.01	5.03
LOT_PICEA	404	2007	618	109292	180.617	-1178	109286	1432	6002	273	43.08	2.74
LOT_PICEA	405	2007	614	109289	179.766	446	109288	5236	6008	18	2.91	2.52
LOT_PICEA	406	2007	682	109285	179.747	482	109284	5319	5997	14	2.28	2.6
LOT_PICEA	407	2007	310	109291	179.941	113	109291	4455	6013	19	3	2.97
LOT_PICEA	408	2007	1274	109295	180.249	-475	109294	3078	6021	75	11.77	2.9
LOT_PICEA	409	2007	1509	109295	179.955	86	109295	4392	6024	27	4.32	2.93
LOT_PICEA	410	2007	851	109293	180.355	-676	109291	2607	6015	117	18.43	2.72
LOT_PICEA	411	2007	2275	109300	179.845	295	109300	4883	6035	30	4.87	2.7
LOT_PICEA	412	2007	1771	109306	179.781	418	109305	5170	6046	31	5.03	2.78
LOT_PICEA	413	2007	598	109303	180.67	-1277	109295	1199	6024	304	48.39	3.56
LOT_PICEA	414	2007	1120	109292	180.312	-595	109290	2798	6012	101	15.68	2.71
LOT_PICEA	415	2007	119	109289	180.233	-444	109289	3150	6008	71	10.98	3.06
LOT_PICEA	416	2007	2059	109304	179.87	248	109304	4772	6044	29	4.76	2.62
LOT_PICEA	417	2007	1655	109301	179.822	340	109300	4986	6036	25	4.04	2.65
LOT_PICEA	418	2007	1317	109296	180.444	-848	109293	2205	6019	166	25.79	2.61
LOT_PICEA	419	2007	1149	109304	180.654	-1247	109297	1270	6028	297	47.29	2.89
LOT_PICEA	420	2007	1326	109312	180.633	-1208	109305	1362	6047	294	47.17	2.91
LOT_PICEA	421	2007	1361	109305	180.059	-112	109305	3929	6047	62	9.57	2.64
LOT_PICEA	422	2007	499	109301	180.568	-1083	109296	1655	6026	246	38.25	2.32
LOT_PICEA	423	2007	622	109309	180.535	-1021	109304	1799	6045	233	36.79	2.51
LOT_PICEA	424	2007	1015	109306	180.223	-425	109305	3195	6048	78	12.19	2.99
LOT_PICEA	425	2007	1184	109306	180.167	-318	109306	3446	6049	60	9.43	2.76
LOT_PICEA	426	2007	1211	109311	180.404	-772	109308	2384	6054	149	23.26	2.66
LOT_PICEA	427	2007	1221	109313	180.293	-560	109311	2880	6062	116	18.08	2.68
LOT_PICEA	428	2007	1169	109311	180.205	-392	109310	3273	6060	76	12	2.86
LOT_PICEA	429	2007	35	109300	180.458	-874	109296	2145	6026	179	27.76	2.16
LOT_PICEA	430	2007	1289	109309	180.095	-182	109308	3765	6055	66	10.32	2.98
LOT_PICEA	431	2007	904	109313	180.49	-935	109309	2000	6056	220	33.98	2.93
LOT_PICEA	432	2007	1117	109319	180.718	-1369	109310	983	6060	337	54.19	3
LOT_PICEA	433	2007	372	109310	180.477	-910	109306	2060	6049	211	32.73	3.01
LOT_PICEA	434	2007	1198	109318	180.37	-706	109316	2536	6073	144	22.48	2.7
LOT_PICEA	435	2007	1389	109313	180.272	-520	109312	2974	6062	104	16.28	2.76
LOT_PICEA	436	2007	1016	109320	180.601	-1147	109314	1505	6067	279	44.21	2.74
LOT_PICEA	437	2007	1492	109321	180.187	-357	109320	3356	6083	79	12.21	2.87
LOT_PICEA	438	2007	1346	109316	180.032	-61	109316	4049	6074	62	9.82	2.67
LOT_PICEA	439	2007	1338	109327	180.737	-1406	109318	897	6078	356	57	2.75
LOT_PICEA	440	2007	1065	109329	180.465	-888	109325	2112	6094	220	33.58	2.73
LOT_PICEA	441	2007	1386	109320	180.011	-22	109320	4141	6082	65	10.26	2.81
LOT_PICEA	442	2007	528	109315	180.112	-213	109315	3691	6071	67	10.58	2.89
LOT_PICEA	443	2007	1041	109317	180.146	-279	109317	3537	6075	60	9.57	2.41
LOT_PICEA	444	2007	1306	109328	180.077	-147	109328	3846	6102	85	13.35	2.95
LOT_PICEA	445	2007	722	109316	179.748	481	109315	5317	6071	46	7.48	2.77
LOT_PICEA	446	2007	1218	109326	179.898	195	109326	4648	6096	60	9.5	2.29
LOT_PICEA	447	2007	1330	109332	180.778	-1485	109322	712	6086	359	57.91	3.29
LOT_PICEA	448	2007	1154	109329	180.127	-243	109329	3622	6103	74	11.78	3.01
LOT_PICEA	449	2007	1835	109331	179.919	155	109331	4555	6107	63	9.99	2.61
LOT_PICEA	450	2007	1524	109330	179.681	608	109328	5615	6102	70	11.23	2.8
LOT_PICEA	451	2007	1420	109333	180.509	-970	109329	1918	6103	247	38.4	3.04
LOT_PICEA	452	2007	876	109326	179.99	19	109326	4237	6095	64	10.14	2.44
LOT_PICEA	453	2007	1370	109330	179.703	566	109329	5517	6102	69	11.11	2.75
LOT_PICEA	454	2007	1400	109333	180.313	-598	109332	2791	6110	143	22.21	2.65
LOT_PICEA	455	2007	575	109331	180.617	-1177	109324	1434	6092	311	49.04	2.95
LOT_PICEA	456	2007	714	109332	180.384	-733	109330	2473	6105	161	25.17	2.54
LOT_PICEA	457	2007	71	109321	180.233	-444	109320	3151	6083	103	15.91	2.23
LOT_PICEA	458	2007	462	109326	179.766	447	109325	5239	6094	55	8.89	2.42
LOT_PICEA	459	2007	371	109333	180.523	-998	109329	1853	6103	255	39.85	2.82
LOT_PICEA	460	2007	527	109341	180.682	-1301	109333	1142	6112	347	55.87	2.94
LOT_PICEA	461	2007	77	109329	180.645	-1230	109322	1310	6088	316	50.51	2.67
LOT_PICEA	462	2007	408	109329	180.567	-1081	109324	1659	6091	274	42.53	2.18
LOT_PICEA	463	2007	955	109339	180.549	-1049	109334	1735	6116	268	42.23	2.67
LOT_PICEA	464	2007	1034	109339	180.695	-1327	109331	1082	6109	351	56.36	2.67
LOT_PICEA	465	2007	1348	109341	180.583	-1112	109336	1587	6119	296	45.85	2.69
LOT_PICEA	466	2007	883	109333	179.974	49	109333	4305	6113	69	10.92	2.67
LOT_PICEA	467	2007	1736	109340	180.444	-847	109337	2207	6121	209	32.46	2.78
LOT_PICEA	468	2007	316	109335	179.94	115	109335	4461	6118	64	10.09	3.28
LOT_PICEA	469	2007	1066	109343	180.757	-1444	109334	807	6115	376	60	3.04
LOT_PICEA	470	2007	1009	109343	180.356	-680	109341	2597	6131	167	26.31	2.79
LOT_PICEA	471	2007	1222	109345	179.799	384	109345	5091	6140	76	12.17	3.13
LOT_PICEA	472	2007	1668	109346	180.25	-478	109345	3072	6140	126	19.8	3.04
LOT_PICEA	473	2007	1307	109342	179.955	86	109342	4393	6134	74	11.83	3.25
LOT_PICEA	474	2007	1275	109349	180.655	-1250	109342	1263	6133	343	54.56	2.92
LOT_PICEA	475	2007	875	109350	180.535	-1020	109345	1801	6141	273	43.09	2.57
LOT_PICEA	476	2007	1725	109353	179.731	514	109351	5396	6155	84	13.6	3.11
LOT_PICEA	477	2007	1135	109349	180.423	-808	109346	2298	6143	209	32.29	2.76
LOT_PICEA	478	2007	709	109352	180.672	-1282	109345	1189	6140	354	56.43	2.75
LOT_PICEA	479	2007	693	109353	180.476	-909	109349	2061	6150	254	39.4	2.83
LOT_PICEA	480	2007	1005	109347	180.168	-320	109346	3441	6144	100	15.72	2.6
LOT_PICEA	481	2007	985	109347	180.058	-111	109347	3932	6146	104	16.07	3.2
LOT_PICEA	482	2007	2205	109358	179.846	294	109357	4881	6169	87	14.14	2.82
LOT_PICEA	483	2007	1632	109357	179.822	339	109356	4985	6167	81	13.09	2.91
LOT_PICEA	484	2007	1305	109358	180.634	-1210	109351	1357	6154	340	54.56	2.91
LOT_PICEA	485	2007	2285	109361	179.872	244	109361	4763	6178	85	13.88	2.6
LOT_PICEA	486	2007	1304	109354	180.224	-428	109353	3187	6159	126	19.69	2.66
LOT_PICEA	487	2007	833	109357	180.49	-934	109353	2002	6160	264	40.83	2.59
LOT_PICEA	488	2007	796	109352	179.75	477	109351	5309	6154	81	13.17	3.58
LOT_PICEA	489	2007	1382	109357	180.406	-775	109354	2377	6163	197	30.79	2.69
LOT_PICEA	490	2007	37	109346	180.459	-875	109343	2141	6135	227	35.14	1.99
LOT_PICEA	491	2007	1517	109354	180.273	-521	109353	2969	6160	146	22.84	2.58
LOT_PICEA	492	2007	1007	109350	180.096	-184	109350	3761	6153	107	16.73	3.06
LOT_PICEA	493	2007	1222	109354	180.146	-279	109353	3538	6160	97	15.46	2.6
LOT_PICEA	494	2007	1199	109366	180.717	-1370	109357	983	6170	383	61.58	3.1
LOT_PICEA	495	2007	1022	109360	180.602	-1148	109354	1501	6163	321	50.84	2.81
LOT_PICEA	496	2007	1218	109364	180.295	-562	109362	2873	6181	168	26.17	2.65
LOT_PICEA	497	2007	1218	109362	180.206	-393	109361	3269	6178	127	20.04	2.94
LOT_PICEA	498	2007	1521	109370	179.781	418	109369	5169	6197	95	15.42	2.37
LOT_PICEA	499	2007	574	109361	180.567	-1083	109356	1654	6166	306	47.56	2.74
LOT_PICEA	500	2007	1563	109366	180.033	-63	109366	4043	6190	111	17.57	2.58
LOT_PICEA	501	2007	985	109367	180.738	-1408	109358	893	6172	396	63.4	2.68
LOT_PICEA	502	2007	1112	109372	180.113	-216	109372	3685	6203	123	19.45	3.26
LOT_PICEA	503	2007	630	109363	179.767	445	109362	5233	6182	90	14.6	2.22
LOT_PICEA	504	2007	1445	109378	180.778	-1485	109368	713	6195	405	65.35	3.27
LOT_PICEA	505	2007	542	109370	180.617	-1178	109364	1431	6185	351	55.39	3.18
LOT_PICEA	506	2007	1198	109374	180.373	-712	109372	2524	6203	200	31.23	2.85
LOT_PICEA	507	2007	1573	109370	180.012	-23	109370	4137	6198	115	18.16	2.77
LOT_PICEA	508	2007	1416	109374	179.9	191	109373	4638	6207	109	17.2	2.6
LOT_PICEA	509	2007	1320	109371	180.186	-356	109371	3357	6201	129	19.95	3.05
LOT_PICEA	510	2007	959	109368	179.99	19	109368	4234	6195	106	16.8	2.55
LOT_PICEA	511	2007	1423	109375	180.316	-604	109373	2777	6206	185	28.75	2.48
LOT_PICEA	512	2007	1248	109376	179.705	564	109375	5511	6211	114	18.36	2.73
LOT_PICEA	513	2007	308	109373	180.523	-998	109369	1854	6196	295	46.07	2.54
LOT_PICEA	514	2007	124	109364	180.459	-876	109361	2139	6178	245	37.9	2.55
LOT_PICEA	515	2007	554	109378	180.386	-738	109375	2463	6212	206	32.21	2.56
LOT_PICEA	516	2007	1528	109378	179.683	605	109376	5607	6214	117	18.77	2.81
LOT_PICEA	517	2007	949	109377	180.129	-246	109377	3615	6215	122	19.42	2.66
LOT_PICEA	518	2007	1214	109385	180.695	-1328	109377	1081	6217	397	63.75	3.18
LOT_PICEA	519	2007	1051	109379	180.077	-147	109379	3847	6220	135	21.2	2.76
LOT_PICEA	520	2007	822	109374	179.974	49	109374	4305	6208	109	17.26	2.73
LOT_PICEA	521	2007	1006	109384	180.757	-1445	109374	806	6209	416	66.38	2.89
LOT_PICEA	522	2007	1289	109383	180.509	-971	109379	1916	6220	297	46.18	3.16
LOT_PICEA	523	2007	1513	109384	179.921	152	109384	4546	6232	116	18.37	2.51
LOT_PICEA	524	2007	972	109387	180.55	-1050	109382	1731	6227	315	49.61	2.91
LOT_PICEA	525	2007	1237	109388	180.584	-1115	109383	1579	6229	344	53.35	2.8
LOT_PICEA	526	2007	1861	109391	179.956	83	109391	4386	6248	123	19.59	2.93
LOT_PICEA	527	2007	1680	109388	180.443	-846	109385	2209	6234	256	39.76	2.7
LOT_PICEA	528	2007	528	109391	180.681	-1299	109383	1147	6230	396	63.78	2.98
LOT_PICEA	529	2007	963	109383	180.058	-111	109383	3932	6229	139	21.48	2.79
LOT_PICEA	530	2007	443	109386	179.94	115	109386	4460	6236	114	17.98	2.87
LOT_PICEA	531	2007	1032	109394	180.534	-1019	109389	1805	6243	317	50	2.67
LOT_PICEA	532	2007	730	109382	180.168	-321	109381	3440	6226	136	21.38	2.68
LOT_PICEA	533	2007	729	109386	180.357	-682	109384	2593	6232	210	33.08	2.93
LOT_PICEA	534	2007	1063	109392	180.656	-1252	109385	1257	6235	387	61.55	2.84
LOT_PICEA	535	2007	249	109384	180.465	-888	109381	2111	6224	275	41.98	2.72
LOT_PICEA	536	2007	1315	109391	180.095	-182	109391	3766	6249	148	23.14	2.91
